iso3,uid,country,plant_type,gcd_plant_name,gcd_company_name,gcd_location,status,latitude,longitude,source,accuracy,permid,company_name,reported_capacity,reported_online_modernisation,owner_source,date_accessed,parent_permid,parent_name,desc,num_kilns_1,kiln_type_1,num_kilns_2,kiln_type_2,capacity,capacity_unit,contact,tel,fax
PAK,PAK0024,Pakistan,Integrated,,Dewan Hattar Cement,"Hattar, Dewan Zia",Operating,33.856515,72.853938,GCD,Approximate,,,,,,,,,1.1Mt/yr,,,,,1.1,Mt/yr,Rehman Farouqi,Tel: +92 21 111 13786,Fax: +92 21 561 1353
PAK,PAK0027,Pakistan,Integrated,,Flying Cement,Lilla,Operating,32.5674764,72.7521993,GCD,Approximate,,,,,,,,,1.2Mt/yr,,,,,1.2,Mt/yr,,Tel: +92 42 667 44301,Fax: +92 42 666 0693
PAK,PAK0031,Pakistan,Integrated,,Javedan Cement,"Manghopir, Karachi, Sindh",Operating,24.891338100000002,67.02031410000001,GCD,Approximate,,,,,,,,,0.6Mt/yr,,,,,0.6,Mt/yr,Kamran Rasool,Tel: +92 21 3206 1903 ( / 4) +92 21 3206 1997 ( / 98),Fax: +92 21 3677 0144
PAK,PAK0036,Pakistan,Integrated,,Mustehkam Cement Ltd,"Hattar, Haripur",Operating,33.8915992999999,72.83650655,GCD,Approximate,,,,,,,,,2 Wet & 1 Dry - 0.9Mt/yr,2.0,WET,1.0,DRY,0.9,Mt/yr,Ijaz Ahmed Malik,Tel: +92 99 563 9510,Fax: +92 99 563 9505
PAK,PAK0037,Pakistan,Integrated,,Pakistan Cement,Islamabad,Operating,25.3850478,68.3814205999999,GCD,Approximate,,,,,,,,,2 Dry - 2.1Mt/yr,2.0,DRY,,,2.1,Mt/yr,Ahmad Heshmat,Tel: +92 51 281 7135,Fax: +92 51 287 8456
PAK,PAK0038,Pakistan,Grinding,,Pakistan Slag Cement,Karachi,Operating,25.147872,67.18219317,GCD,Approximate,,,,,,,,,0.2Mt/yr,,,,,0.2,Mt/yr,,Tel: +92 21 3561 1484,Fax: +92 21 356 1135
PAK,PAK0043,Pakistan,Integrated,,Thatta Cement,Hyderabad,Operating,30.48785725,72.23900643,GCD,Approximate,,,,,,,,,0.3Mt/yr,,,,,0.3,Mt/yr,,,
PAK,PAK0051,Pakistan,Integrated,,Dewan Cement,"Kamilpur, Haripur",Operating,33.856477000000005,72.85392399999999,GCD,Approximate,,,,,,,,,1.6Mt/yr,,,,,1.6,Mt/yr,,,
PHL,PHL0038,Philippines,Grinding,,Eagle Cement,"Limay, Bataan",Operating,14.527288,120.600403,GCD,Approximate,,,,,,,,,0.6Mt/yr,,,,,0.6,Mt/yr,,,
RUS,RUS0001,Russian Federation,Integrated,Achinsky Glinoziemskij Kombinat Plant,Achinsky Glinoziemskij Kombinat,"Achinsk, Krasnoyarsk",Operating,56.2694846,90.4953964,GCD,Approximate,,,,,,,,,5 Wet - 3.5Mt/yr,5.0,WET,,,3.5,Mt/yr,Sheptalin Sergei Vladimirovich,Tel: +7 39 1516 9401,Fax: +7 39 1517 9990
RUS,RUS0010,Russian Federation,Integrated,,Cement Co Ltd,Leningrad,Operating,59.938731999999895,30.3162289999999,GCD,Approximate,,,,,,,,,Dry -1.9Mt/yr,,,,,1.9,Mt/yr,Begoulev Sergei Anatolievich,Tel: +7 81 3747 2400,Fax: +7 81 3747 2401
RUS,RUS0031,Russian Federation,Grinding,Timlyuisky Plant,Group Construction & Thermal Technology,"Kabansky, Buryatia",Operating,51.9506547,106.43622479999901,GCD,Approximate,,,,,,,,,0.3Mt/yr,,,,,0.3,Mt/yr,,Tel: +7 83 0138 78720,
RUS,RUS0036,Russian Federation,Integrated,,Industriya-Plus,"Saratov, Saratovskaya",Operating,44.7115766,39.2164899,GCD,Approximate,,,,,,,,,Dry - 2.0Mt/yr,,,,,2.0,Mt/yr,Ryabov Viktor Sultanshanovich,Tel: +7 84 5937 7271,Fax: +7 84 5926 5512
RUS,RUS0040,Russian Federation,Integrated,Kamensky Plant,Kamensky Cement,"Kamensk, Buryatiya",Operating,51.983513,106.583969,GCD,Approximate,,,,,,,,,3 Wet - 0.6Mt/yr,3.0,WET,,,0.6,Mt/yr,Nikolai Silayev,Tel: +7 30 1389 5133,Fax: +7 30 1384 1819
RUS,RUS0042,Russian Federation,Integrated,Slantsy Cement Plant,LSR (HeidelbergCement),Slantsy/Leningrad/St Petersburg,Operating,59.117259999999895,28.086979,GCD,Approximate,,,,,,,,,1.0Mt/yr,,,,,1.0,Mt/yr,Silvio Tide,Tel: +7 81 3747 2341,Fax: +7 81 3747 2181
RUS,RUS0048,Russian Federation,Grinding,Makhachkala Plant,Management Company Confederation,"Makhachkala, Dagestan",Operating,42.97554,47.49612,GCD,Approximate,,,,,,,,,0.9Mt/yr,,,,,0.9,Mt/yr,,Tel: +7 87 2262 3766,Fax: +7 87 2262 4048
RUS,RUS0052,Russian Federation,Integrated,,Nizhny Novgorod Cement,"Nizhny Novgorod, Pervomaisky",Operating,55.212865,44.9627,GCD,Approximate,,,,,,,,,2.0Mt/yr,,,,,2.0,Mt/yr,,,
RUS,RUS0054,Russian Federation,Integrated,,North Cement,Komi,Operating,63.9881421,54.3326073,GCD,Approximate,,,,,,,,,Dry - 0.5Mt/yr,,,,,0.5,Mt/yr,Lomako Aleksandr Vasilievich,Tel: +7 82 1512 5673,
RUS,RUS0061,Russian Federation,Integrated,,Objedinennie Zavodi Gruppi,Moscow,Operating,55.7507178,37.6176606,GCD,Approximate,,,,,,,,,0.01Mt/yr,,,,,0.01,Mt/yr,Kosoi Uriy Anatolievich,Tel: +7 49 5500 0920,
RUS,RUS0063,Russian Federation,Integrated,,Pashiyskiy Metallurgical Cement,Perm,Operating,58.014965000000004,56.246722999999896,GCD,Approximate,,,,,,,,,Wet - 0.1Mt/yr,,,,,0.1,Mt/yr,Kamenskikh Anton Aleksandrovich,Tel: +7 34 2693 9500,Fax: +7 34 2693 9719
RUS,RUS0065,Russian Federation,Integrated,Renman Plant,Renman,Moscow,Operating,55.7507178,37.6176606,GCD,Approximate,,,,,,,,,1 Wet & 1 Dry - 1.2Mt/yr,1.0,WET,1.0,DRY,1.2,Mt/yr,Andrei Vlasov,Tel: +7 80 95 2900 812,Fax: +7 80 95 5809 913
RUS,RUS0066,Russian Federation,Integrated,Regionreservcement Plant,Rosagropromstroy Corporation Regionreservcement,"Sengily, Ulyanovsk",Operating,54.3107593,48.3642771,GCD,Approximate,,,,,,,,,2 Wet - 0.1Mt/yr,2.0,WET,,,0.1,Mt/yr,Askerov Valery Yuriyevich,Tel: +7 84 2332 9125,Fax: +7 84 2332 9125
RUS,RUS0067,Russian Federation,Integrated,Soda Cement Production,SODA,"Facility, Sterlitamak",Operating,53.632374,55.952259,GCD,Approximate,,,,,,,,,4 Wet - 0.83Mt/yr,4.0,Wet,,,0.83,Mt/yr,,Tel: +7 34 7329 9077,Fax: +7 34 7325 6116
RUS,RUS0074,Russian Federation,Integrated,Sukholozhsky Cement plant,Starocementny Zavod,"Sukholozhsky, Sverdlovsk",Operating,56.839104000000006,60.60825,GCD,Approximate,,,,,,,,,1Mt/yr,,,,,1.0,Mt/yr,Eduard Viktorovich Glizin,Tel: +7 34 3737 3244,Fax: +7 34 3733 4990
RUS,RUS0077,Russian Federation,Integrated,Volsky Asbestos-Cement Products Plant,Volsky Asbestos-Cement Products,"Volsk, Saratov",Operating,52.042755,47.386032,GCD,Approximate,,,,,,,,,2 Wet - 2.0Mt/yr,2.0,WET,,,2.0,Mt/yr,Grigoriev Sergei Viktorovich,Tel: +7 84 5935 9017,Fax: +7 84 5935 9517
RUS,RUS0080,Russian Federation,Integrated,Yashkinsky Building Materials Plant,Yashkinsky Building Materials,"Yashkino, Kemerovo",Operating,55.873089,85.427689,GCD,Approximate,,,,,,,,,3 Wet - 0.4Mt/yr,3.0,WET,,,0.4,Mt/yr,Yevgeny Baldakov,Tel: +7 38 4552 1841,Fax: +7 38 4552 1688
RUS,RUS0084,Russian Federation,Grinding,,Azadegan Cement,Yazd,Operating,31.893931,54.354859999999995,GCD,Approximate,,,,,,,,,Clinker grinding plant,,,,,,,Mr Sajadi,Tel: +98 35 1725 2004,
RWA,RWA0001,Rwanda,Grinding,Kigali Plant,ARM Cement,Kigali,Operating,-1.88595969999999,30.1296751,GCD,Approximate,4295917414.0,ARM Cement Plc,0.1,,https://www.armcement.com/,2020-06-22,4295917414.0,ARM Cement Plc,0.1Mt/yr,,,,,0.1,Mt/yr,,Tel: +250 788 383 625,
RWA,RWA0004,Rwanda,Grinding,Musanze Plant,Prime Cement,Musanze,Operating,-1.516785,29.594172999999998,GCD,Approximate,,,,,,,,,0.7Mt/yr (FLSmidth) ‘Coming mid-2019’,,,,,0.7,Mt/yr,,,
SAU,SAU0002,Saudi Arabia,Integrated,Jeddah Plant,Al Gharbiah Cement,Jeddah,Operating,26.2934059,50.094525299999894,GCD,Approximate,,,,,,,,,2 Lines - 0.2Mt/yr 1 Dual - 0.5Mt/yr (White) OR 0.8Mt/yr (Grey),,,,,0.2,Mt/yr,,Tel: +966 2635 6869,
SAU,SAU0023,Saudi Arabia,Integrated,Umm al-Qura Cement factory,Umm Al Qura Cement Company,"Taif, Makkah",Operating,21.284108,40.424755,GCD,Approximate,,,,,,,,,1 Dry - 1.98Mt/yr,1.0,DRY,,,1.98,Mt/yr,,Tel : +966114874477,fax : +966114874436
SAU,SAU0024,Saudi Arabia,Integrated,Al Karj factory,Yamama Cement Company,Al Karj (70km east of Riyadh,Operating,24.183111,47.324016,GCD,Approximate,,,,,,,,,2 Dry (tkIS) - 6.4Mt/yr,2.0,DRY,,,6.4,Mt/yr,,,
SAU,SAU0025,Saudi Arabia,Grinding,Ain-Dar Plant,Saudi Cement,Dammam,Operating,26.416006,50.090725,GCD,Approximate,,,,,,,,,"3x grinding mills, using clinker from",,,,,,,,Tel: +966 135 660 600,Fax: +966 135 661 992
ZAF,ZAF0017,South Africa,Grinding,Saldanha Slag Plant,PPC,"Saldanha, Western Cape",Operating,-32.9977778,17.945555600000002,GCD,Approximate,4295888664.0,PPC Ltd,,,https://www.ppc.africa/za/contact-us/cement,2020-07-21,4295888664.0,PPC Ltd,0.25Mt/yr,,,,,0.25,Mt/yr,,Tel: +27 22 703 8400,Fax: +27 22 461 2388
LKA,LKA0004,Sri Lanka,Grinding,Puttalam Plant,Sri Lanka Cement Corporation,"Puttalam, Palavi, North Western Province",Operating,7.8876849,79.8174205999999,GCD,Approximate,,,,,,,,,0.4Mt/yr,,,,,0.4,Mt/yr,,,
SDN,SDN0004,Sudan,Grinding,,Aslan Cement,Khartoum City (South),Operating,15.593325,32.53565,GCD,Approximate,,,,,,,,,0.4Mt/yr,,,,,0.4,Mt/yr,,,
SDN,SDN0007,Sudan,Grinding,,Dubai Cement,Khartoum City (South),Operating,15.593325,32.53565,GCD,Approximate,,,,,,,,,0.04t/yr,,,,,0.04,t/yr,Abu Obaida Morad,Tel: + 249 912 823 928,
SYR,SYR0002,Syrian Arab Republic,Grinding,"Al Raqqah Plant,",Al Raqqah Cement (Güris Inşaat Mühendislik),"Al Raqqah, Gorish, near Qanja January 2020 - Damanged, not working",Operating,35.849052,38.7408492,GCD,Approximate,,,,,,,,,1.5Mt/yr - Loesche 2x LM 41.2+2 C,,,,,1.5,Mt/yr,,Tel: + 963 22 253 914,Fax: + 963 22 253 915
SYR,SYR0005,Syrian Arab Republic,Grinding,Al-Hasakah Plant,Al-Hasakah Cement (Güris Inşaat Mühendislik),"Al-Hasakah, Yaurubiyah",Operating,36.508613000000004,40.746809000000006,GCD,Approximate,,,,,,,,,0.9Mt/yr,,,,,0.9,Mt/yr,,Tel: +963 52 741 490,Fax: +963 52 741 490
SYR,SYR0009,Syrian Arab Republic,Integrated,,Guris Insaat ve Muhendislik,Al Raqqah,Operating,35.849052,38.7408492,GCD,Approximate,,,,,,,,,1.46Mt/yr,,,,,1.46,Mt/yr,,,
SYR,SYR0011,Syrian Arab Republic,Integrated,Aleppo Plant,Military Housing Est Cement Group,"Al-Muslimiyah, Aleppo",Operating,36.19924,37.163725299999896,GCD,Approximate,,,,,,,,,1 Dry - 0.3Mt/yr - In production,1.0,DRY,,,0.3,Mt/yr,Salami Mohammed Salami,Tel: +963 112 226 571,Fax: +963 112 243 616
TWN,TWN0003,"Taiwan, Province of China",Integrated,Kaohsiung Plant,Cheng Tai Cement Corporation,"Kaohsiung, Nantze",Operating,22.717094,120.30190800000001,GCD,Approximate,,,,,,,,,1 Dry - 0.4Mt/yr,1.0,DRY,,,0.4,Mt/yr,Min Tuan Chen,Tel: +886 7342 1333,Fax: +886 7342 5343
TWN,TWN0004,"Taiwan, Province of China",Integrated,Kangshan Plant,Chia Hsin Cement Corporation,Kaohsiung,Operating,22.6203348,120.3120375,GCD,Approximate,,,,,,,,,2 Dry - 1.7Mt/yr,2.0,DRY,,,1.7,Mt/yr,Y P Chang,Tel: +886 2 2551 5211,Fax: +886 2 2581 8320
TWN,TWN0005,"Taiwan, Province of China",Integrated,Kaohsiung Plant,Chien Tai Cement,Kaohsiung,Operating,22.6203348,120.3120375,GCD,Approximate,,,,,,,,,2 Dry - 1.7Mt/yr,2.0,DRY,,,1.7,Mt/yr,Hsiung-Shang Li,Tel: +886 7 5811 1118,Fax: +886 7 5825 301
TWN,TWN0006,"Taiwan, Province of China",Integrated,Tung Shan Plant,China Rebar,Tung Shan,Operating,21.26274475,99.64263391,GCD,Approximate,,,,,,,,,1 Dry - 1.0Mt/yr,1.0,DRY,,,1.0,Mt/yr,Wu-Fu Lin,Tel: +886 3959 1116,Fax: +886 3959 1118
TWN,TWN0007,"Taiwan, Province of China",Integrated,Chia-I-Plant,Hsin Hsin Cement Enterprise,Chia,Operating,25.0452508,121.51466119999901,GCD,Approximate,,,,,,,,,1 Dry - 0.8Mt/yr,1.0,DRY,,,0.8,Mt/yr,Huang Ching Fong,Tel: +886 2 2508 4468,Fax: +886 2 2501 5332
TWN,TWN0008,"Taiwan, Province of China",Integrated,Nan-Sheng-Fu Plant,Hsing Ta Cement,Nan-Sheng-Fu,Operating,37.3048644,-121.8982487,GCD,Approximate,,,,,,,,,2 Dry - 1.5Mt/yr,2.0,DRY,,,1.5,Mt/yr,J H Yang,Tel: +886 2 2381 6731,Fax: +886 2 2314 086
TWN,TWN0009,"Taiwan, Province of China",Grinding,Pu-Shin Plant,Lucky Cement,Pu-Shin,Operating,22.2677927,114.18354769999901,GCD,Approximate,,,,,,,,,1.5Mt/yr - Loesche 46.2+2 C/S,,,,,1.5,Mt/yr,,,
TWN,TWN0011,"Taiwan, Province of China",Integrated,Kaohsiung Plant,Southeast Cement Corporation,Kaohsiung,Operating,22.6203348,120.3120375,GCD,Approximate,,,,,,,,,2 Dry - 1.1Mt/yr,2.0,DRY,,,1.1,Mt/yr,Chen Hin-Hsia,Tel: +886 7 271 1121,Fax: +886 7 241 9701
TWN,TWN0015,"Taiwan, Province of China",Integrated,Ah Lien Plant,Universal Cement Corporation,Ah Lien,Operating,25.089229500000002,121.525139,GCD,Approximate,,,,,,,,,1 Dry - 0.8Mt/yr,1.0,DRY,,,0.8,Mt/yr,S S Yen,Tel: +886 7 631 2111,Fax: +886 7 631 2117
TWN,TWN0016,"Taiwan, Province of China",Integrated,Ta-Fu Plant,Universal Cement Corporation,Ta-Fu,Operating,52.5121868,5.4774706,GCD,Approximate,,,,,,,,,1 Dry - 0.7Mt/yr,1.0,DRY,,,0.7,Mt/yr,K D Lez,Tel: +886 7 696 2121,Fax: +886 7 696 2474
TJK,TJK0005,Tajikistan,Integrated,Yovon Plant,Huaxin Gayur Cement (Huaxin Cement / Gajur Cement),"Yovon, Khatlon",Operating,38.317738500000004,69.04698499999989,GCD,Approximate,,,,,,,,,1.0Mt/yr (opened 2013),,,,,1.0,Mt/yr,,,
TJK,TJK0008,Tajikistan,Grinding,Vahdat Plant,Toj-China (Huaxin Cement / Gajur Cement),"Ghafur, Vahdat",Operating,38.5544954,69.0239964,GCD,Approximate,,,,,,,,,1.2Mt/yr,,,,,1.2,Mt/yr,,,
TZA,TZA0005,"Tanzania, United Republic of",Grinding,Lee Plant,Lee Building Materials,"Masoko, Lindi",Operating,-8.9326308,39.5143664,GCD,Approximate,,,,,,,,,0.3Mt/yr,,,,,0.3,Mt/yr,,Tel: +255 767 150 067,
THA,THA0005,Thailand,Integrated,,Samukkee Cement,"Samukkee, Nakornratchasima",Operating,14.977726,102.085565,GCD,Approximate,,,,,,,,,2 Dry - 0.1Mt/yr,2.0,DRY,,,0.1,Mt/yr,,Tel: +66 2215 2382,Fax: +66 2215 2266
THA,THA0006,Thailand,Integrated,,Saraburi Cement,"Muang, Saraburi",Operating,14.534448999999999,100.94953000000001,GCD,Approximate,,,,,,,,,2 Dry - 0.7Mt/yr,2.0,DRY,,,0.7,Mt/yr,,Tel: +66 3622 3237,Fax: +66 3622 3242
THA,THA0010,Thailand,Integrated,Khao Wong Plant,Siam Cement Group,"Praputtabath, Saraburi",Operating,14.6240563,100.8601022,GCD,Approximate,,,,,,,,,1 Dry - 3.8Mt/yr,1.0,DRY,,,3.8,Mt/yr,,Tel: +66 3621 8400,Fax: +66 3633 4709
TUN,TUN0012,Tunisia,Integrated,,SOTACIB Kairaouan (69.97% Cementos Molins),Kairaouan,Operating,35.675875,10.099102,GCD,Approximate,,,,,,,,,1 Dry - 1Mt/yr (Grey) Since 2012,1.0,DRY,,,1.0,Mt/yr,,Tél: +216 70 020 500,Fax: +216 70 014 229
TUR,TUR0014,Turkey,Integrated,Bilecik Plant,Sancim Bilecik Cimento Madencilik Beton,Bilecik,Operating,40.1435101,29.975291100000003,GCD,Approximate,,,,,,,,,1.4Mt/yr,,,,,1.4,Mt/yr,Ali Rıza Karakaş,,
TUR,TUR0019,Turkey,Grinding,,Bakırçay Çimento Sanayi ve Ticaret A.Ş.,"Işıkkent, Izmir",Operating,38.4251972,27.2308717,GCD,Approximate,,,,,,,,,1.0Mt/yr - But not operating,,,,,1.0,Mt/yr,,Tel: +90 232 472 10 50,Fax: +90 232 472 10 55
TUR,TUR0030,Turkey,Integrated,,Ereğli Çimento San. ve Tic. A.Ş. (Sanko Group),"Eregli, Zonguldak",Operating,41.2413814,31.63049997,GCD,Approximate,,,,,,,,,0.22Mt/yr,,,,,0.22,Mt/yr,,Tel: +90 (372) 315 15 00,
TUR,TUR0037,Turkey,Grinding,,Limak Batı Çimento San. ve Tic. A.Ş.,"Ambarlı, İstanbul",Operating,40.9760031,28.7115604,GCD,Approximate,,,,,,,,,1Mt/yr,,,,,1.0,Mt/yr,,Tel: +90 (216) 468 00 00,Fax: +90 (216) 468 00 99
TUR,TUR0042,Turkey,Grinding,Egeçim Plant,Limak Çimento,"Derik, Manisa",Operating,38.6155028999999,27.4255716,GCD,Approximate,5000865391.0,Limak Cimento Sanayi ve Ticaret AS,,,http://www.limak.com.tr/sectors/cement/factories/limak-ege-cement,2020-02-06,4298442379.0,Limak Holding AS,0.7Mt/yr,,,,,0.7,Mt/yr,,Tel: +90 23 2880 2040,Fax: +90 23 2880 2042
TUR,TUR0049,Turkey,Integrated,,Limak İstaş İnşaat,Ankara,Operating,39.9215218999999,32.8537929,GCD,Approximate,,,,,,,,,1.0Mt/yr,,,,,1.0,Mt/yr,Mehmet Kizilbulut,Tel: +90 312 646 5179,Fax: +90 312 646 5178
TUR,TUR0079,Turkey,Grinding,,Yurt Silopi,"Silopi, Şırnak Batman",Operating,37.248463,42.470594,GCD,Approximate,,,,,,,,,,,,,,,,,Tel: +90 436 236 6060,
TKM,TKM0003,Turkmenistan,Integrated,Bezmeinskiy Plant,Turkmencement (State-owned),"Bezmein, Aşgabat",Operating,38.025914,58.159751,GCD,Approximate,,,,,,,,,1.0Mt/yr,,,,,1.0,Mt/yr,,,
TKM,TKM0005,Turkmenistan,Integrated,Lebap Plant,Turkmencement (State-owned),"Koytendag, Lebap",Operating,37.513121000000005,66.016271,GCD,Approximate,,,,,,,,,1.0Mt/yr,,,,,1.0,Mt/yr,,,
UGA,UGA0002,Uganda,Grinding,,Simba Cement Uganda (AKA National Cement Uganda) Devki Group,"Mbale, Tororo Narendra Raval, MD",Operating,1.0020262,34.19786748,GCD,Approximate,,,,,,,,,1.0Mt/yr (Production started mid-2018),,,,,1.0,Mt/yr,,+254 202 8169,
UKR,UKR0003,Ukraine,Integrated,Yenakiyevo Plant,Doncement,"Yenakiyevo, Donetsk",Operating,48.2305107,38.185045,GCD,Approximate,,,,,,,,,2 Wet - 0.9Mt/yr,2.0,Wet,,,0.9,Mt/yr,,+380 51 250 0121,+380 51 250 0272
UKR,UKR0013,Ukraine,Integrated,Stromacement Plant,Stromacement,"Amvrosiyevka, Donetsk",Operating,48.0158753,37.8013407,GCD,Approximate,,,,,,,,,2 Wet - 0.18Mt/yr,2.0,Wet,,,0.18,Mt/yr,,+380 62 592 2241,+380 62 592 3583
GBR,GBR0009,United Kingdom,Grinding,Llanwern Slag Plant,Hanson Cement (HeidelbergCement),"Newport, South Wales",Operating,51.584163000000004,-2.9972209999999997,GCD,Approximate,4295894783.0,Hanson Ltd,,,https://www.hanson.co.uk/en/hanson-location-finder,2020-02-08,4295868961.0,HeidelbergCement AG,0.4Mt/yr,,,,,0.4,Mt/yr,,Tel: +44 1633 278 708,Fax: +44 1633 277 017
URY,URY0003,Uruguay,Integrated,Minas Plant,Cementos Artigas (Cementos Molins),"Minas, Lavalleja",Operating,-34.3773987,-55.2382144,GCD,Approximate,,,,,,,,,1 Dry - 0.35Mt/yr (Clinker),1.0,DRY,,,0.35,Mt/yr,Leandro Pedetti,Tel +595 21 282 616,
UZB,UZB0003,Uzbekistan,Integrated,,Almalyk Mining and Metallurgical Complex (AMMC),"Zafarabad, Jizzakh",Operating,40.391856,67.823349,GCD,Approximate,,,,,,,,,1.0Mt/yr 0.5Mt/yr (White),,,,,1.0,Mt/yr,,Tel: +998 711 419 009,Fax: +998 711 419 033
UZB,UZB0005,Uzbekistan,Integrated,,Karakalpak Cement,Karakalpakstan,Operating,44.768384399999896,56.19536656,GCD,Approximate,,,,,,,,,0.5Mt/yr,,,,,0.5,Mt/yr,,,
UZB,UZB0006,Uzbekistan,Integrated,,Keer,Andijan,Operating,40.7601297999999,72.365849,GCD,Approximate,,,,,,,,,0.02Mt/yr,,,,,0.02,Mt/yr,,,
UZB,UZB0011,Uzbekistan,Integrated,,SingLida,"Ahtachi, Andijan",Operating,40.7601297999999,72.365849,GCD,Approximate,,,,,,,,,0.1Mt/yr (Plans to expand to 0.2Mt/yr),,,,,0.1,Mt/yr,,,
UZB,UZB0013,Uzbekistan,Integrated,UZ-Angren Building Materials Plant,Uzqurillishmateriallari,"Angren, Tashkent",Operating,41.0104427999999,70.0797177,GCD,Approximate,,,,,,,,,2 Wet - 0.2Mt/yr,2.0,WET,,,0.2,Mt/yr,Bakhritdin B Babakulov,Tel: +998 737 1662 4636,Fax: +998 737 1662 3904
VEN,VEN0003,"Venezuela, Bolivarian Republic of",Integrated,,Ehdas Sanat Company (IMIDRO),Caracas,Operating,10.506098,-66.9146017,GCD,Approximate,,,,,,,,,1.0Mt/yr,,,,,1.0,Mt/yr,,,
VNM,VNM0001,Vietnam,Grinding,BMT Plant,Aalborg Portland Cement,"Bien Hoa City, Dong Nai",Operating,10.9569454,106.8536492,GCD,Approximate,,,,,,,,,0.1Mt/yr,,,,,0.1,Mt/yr,,,
VNM,VNM0004,Vietnam,Grinding,Quang Tri Plant,Bim Son Cement,"Dong Ha, Quang Tri",Operating,16.80249295,107.0953385,GCD,Approximate,,,,,,,,,0.3Mt/yr,,,,,0.3,Mt/yr,,Tel: +84 37 382 4242,Fax: +84 37 382 4046
VNM,VNM0007,Vietnam,Integrated,,Can Tho-Hau Giang,Phu Huu Industrial Park,Operating,9.9373355,105.8704159,GCD,Approximate,,,,,,,,,0.7Mt/yr,,,,,0.7,Mt/yr,,,
VNM,VNM0011,Vietnam,Integrated,,Cau Duoc Cement,"Vinh, Nghe An",Operating,18.667346,105.651094,GCD,Approximate,,,,,,,,,1Mt/yr (Est.),,,,,1.0,Mt/yr,,Tel: +84 238 3842 634,Fax: +84 388 543 98
VNM,VNM0012,Vietnam,Integrated,,Dien Bien Cement,"Muong Thanh, Dien Bien Phu",Operating,21.3867796999999,103.0119753,GCD,Approximate,,,,,,,,,1.0Mt/yr (Est.),,,,,1.0,Mt/yr,,Tel: +84 230 838 2145,Fax: +84 230 383 2144
VNM,VNM0013,Vietnam,Integrated,,Dong Binh Cement,Lang Son,Operating,21.8932309,106.58843130000001,GCD,Approximate,,,,,,,,,1Mt/yr,,,,,1.0,Mt/yr,,+84 253870195,+84 253872957
VNM,VNM0015,Vietnam,Integrated,,Dong Son Cement,Thái Nguyên,Operating,21.655458,105.8359331,GCD,Approximate,,,,,,,,,0.6Mt/yr,,,,,0.6,Mt/yr,,Tel: +84 280 365 7866,Fax: +84 280 375 1820
VNM,VNM0018,Vietnam,Integrated,,Ha Tien Kien Giang Cement,"Bin An, Kien Luong",Operating,10.27712885,104.6500365,GCD,Approximate,,,,,,,,,0.2Mt/yr,,,,,0.2,Mt/yr,,Tel: +84 77 854 359,Fax: +84 77 854 362
VNM,VNM0021,Vietnam,Grinding,Thu Duc Plant,Ha-Tien Cement (VICEM),"Thu Duc, Ho Chi Minh",Operating,10.852588,106.7558383,GCD,Approximate,,,,,,,,,1.8Mt/yr,,,,,1.8,Mt/yr,,+84 38966608,
VNM,VNM0023,Vietnam,Integrated,,Hai Van Cement,"Lien Chieu, Da Nang",Operating,15.597334400000001,107.97580890000002,GCD,Approximate,,,,,,,,,1.0Mt/yr (Est),,,,,1.0,Mt/yr,,Tel: +84 511 742 529,Fax: +84 511 842 890
VNM,VNM0028,Vietnam,Integrated,,Hoang Mai Cement,,Operating,14.496364999999999,108.16366699999999,GCD,Approximate,,,,,,,,,1Mt/yr,,,,,1.0,Mt/yr,,+84 383866170,+84 383866648
VNM,VNM0035,Vietnam,Integrated,,Langbang Cement,Quang Ninh,Operating,10.0434969,105.7829976,GCD,Approximate,,,,,,,,,1.5Mt/yr,,,,,1.5,Mt/yr,,,
VNM,VNM0036,Vietnam,Integrated,,Luong Son Cement,Thai Nguyen,Operating,21.655458,105.8359331,GCD,Approximate,,,,,,,,,1.2Mt/yr,,,,,1.2,Mt/yr,,Tel: +84 253 872 195,Fax: +84 253 870 957
VNM,VNM0038,Vietnam,Grinding,Can Tho - Hau Giang Plant,Mineral JSC / Can Tho Cement,Thot Not,Operating,10.2391826999999,105.5454906,GCD,Approximate,,,,,,,,,0.3Mt/yr,,,,,0.3,Mt/yr,,Tel: +84 71 0385 9315 ( / 9216),Fax: +84 71 0385 9562
VNM,VNM0039,Vietnam,Integrated,,Morning Star Cement,"Hai Ba Trung, Hanoi",Operating,21.0070259,105.8603647,GCD,Approximate,,,,,,,,,1.4Mt/yr,,,,,1.4,Mt/yr,,Tel: +84 439 782 011,Fax: +84 433 782 012
VNM,VNM0040,Vietnam,Integrated,,Nam Dong Cement,"Thuong Quang, Nam Dong, Thua Thien Hue",Operating,16.11828525,107.68430890000002,GCD,Approximate,,,,,,,,,1.8Mt/yr,,,,,1.8,Mt/yr,,,
VNM,VNM0042,Vietnam,Integrated,,Ngu Hanh Cement,"Lien Chieu, Quang Nam",Operating,15.597334400000001,107.97580890000002,GCD,Approximate,,,,,,,,,1.0Mt/yr (Est.),,,,,1.0,Mt/yr,,Tel: +84 511 821 402,Fax: +84 511 820 409
VNM,VNM0045,Vietnam,Integrated,,Quang Ninh Cement,"Ha Long, Quang Ninh",Operating,14.5611258999999,109.0664837,GCD,Approximate,,,,,,,,,1.2Mt/yr,,,,,1.2,Mt/yr,,Tel: +84 338 416 48,Fax: +84 338 416 39
